user_name,date,text,clean_text,sentiment,sentiment_score
Kolkata Municipal Corporation,2022-01-30 20:30:44,"Covid Vaccination Centre List for 31.01.22 
(1/2)

#CovidVaccine #kmcfightsagainstcorona https://t.co/2JhPuNnEtI",covid vaccination centre list for 31 01 22 1 2 covidvaccine kmcfightsagainstcorona https t co 2jhpunneti,1 star,1
Art Daniel,2021-02-26 13:33:42,"@BishopJakes thanks you for your op-ed piece in WSJ. Measured, well thought and prayed over decision on vaccine Spe… https://t.co/dy6AJjcOYH",bishopjakes thanks you for your op ed piece in wsj measured well thought and prayed over decision on vaccine spe https t co dy6ajjcoyh,5 stars,5
Vaccinate Your Family,2022-02-05 00:16:00,"“7 Reasons Parents Should Get Their Kids Vaccinated against COVID-19” - via @AmerMedicalAssn - https://t.co/csfRDT9vlT
--
#COVID19 #covidvaccine #vaxnews #vaccines #vaccineswork #covid19vaccines  #COVID19vaccine #vaccination",7 reasons parents should get their kids vaccinated against covid 19 via amermedicalassn https t co csfrdt9vlt covid19 covidvaccine vaxnews vaccines vaccineswork covid19vaccines covid19vaccine vaccination,1 star,1
Me,2021-01-09 17:30:00,First picture emerges of Hyde Doctor responsible for administering #COVID19Vaccination on Royal Family 👑 🇬🇧… https://t.co/iZDwI4O5Po,first picture emerges of hyde doctor responsible for administering covid19vaccination on royal family https t co izdwi4o5po,4 stars,4
VaxBLR,2022-05-31 02:30:16,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 31/05 at 08:00AM
FREE Slots 
#COVISHIELD - Dose1:2, Dose2:0
PAID Slots 
#COVISHIELD - Dose1:685, Dose2:499",18 44 urban bengaluru covidvaccine availability for 31 05 at 08 00am free slots covishield dose1 2 dose2 0 paid slots covishield dose1 685 dose2 499,1 star,1
Frances Ennis,2020-12-30 21:06:46,"this guy ➡️ @fbanningUK 💪💪💪
#CovidVaccine #palliativecare https://t.co/oTiAgbnQ4N",this guy fbanninguk covidvaccine palliativecare https t co otiagbnq4n,1 star,1
Shit-Libs Are Cancer,2022-02-07 18:53:52,"Hey everyone covid is the worst cold in history.  We need to start vaxing babies before they come out of the womb. We need to vax when you think about having babies. 

Think about the children.

Brought to you by Pfizer.
#CovidIsOver #CovidVaccine",hey everyone covid is the worst cold in history we need to start vaxing babies before they come out of the womb we need to vax when you think about having babies think about the children brought to you by pfizer covidisover covidvaccine,1 star,1
Dennis Green,2021-06-22 00:02:42,Second AZ #covidvaccine done @Fraserhealth #BCimmUNITY - cue the music! https://t.co/a8kPLzi23S,second az covidvaccine done fraserhealth bcimmunity cue the music https t co a8kplzi23s,1 star,1
Robin Hood,2021-02-22 01:43:31,We both received the #PfizerVaccine If you need to find an appointment and have been frustrated this is a very exce… https://t.co/kKYQnrwI4a,we both received the pfizervaccine if you need to find an appointment and have been frustrated this is a very exce https t co kkyqnrwi4a,1 star,1
Raza Haroon,2021-02-03 06:23:56,"@ABMPildat Better late than never Sir. However, ceremony wasn’t needed. Would’ve been appropriate to start at the v… https://t.co/29Th90o6SK",abmpildat better late than never sir however ceremony wasn t needed would ve been appropriate to start at the v https t co 29th90o6sk,2 stars,2
Touro Infirmary,2020-12-27 02:36:01,No one thing is going to stop the #COVID19 pandemic. Your best protection will be a combination of the… https://t.co/z2jDMD2X8N,no one thing is going to stop the covid19 pandemic your best protection will be a combination of the https t co z2jdmd2x8n,5 stars,5
Michael Wagner,2021-04-08 20:26:42,Got my first dose of nanobots!  #CovidVaccine,got my first dose of nanobots covidvaccine,5 stars,5
mj,2021-04-08 14:07:03,@Sootradhar i had an appt for #CovidVaccine tomorrow. Centre in Mumbai told me that they've been asked to suspend v… https://t.co/7KjMysPtid,sootradhar i had an appt for covidvaccine tomorrow centre in mumbai told me that they ve been asked to suspend v https t co 7kjmysptid,1 star,1
Whittier Street Health Center,2021-06-16 17:37:30,Schedule your Covid-19 vaccination appointment now! #Whittier #Covid19 #CovidVaccine #CommunityHealth https://t.co/3HreMxe3B1,schedule your covid 19 vaccination appointment now whittier covid19 covidvaccine communityhealth https t co 3hremxe3b1,5 stars,5
#LoveFreedom : Defend Your Inalienable Rights 🌹,2021-02-13 13:33:15,"For Ref: @MHRAgovuk's £1.5 million contract with @Genpact to collate ""expected High Volume of Vaccine Adverse Drug… https://t.co/zJFexoY2jv",for ref mhragovuk s 1 5 million contract with genpact to collate expected high volume of vaccine adverse drug https t co zjfexoy2jv,3 stars,3
NHS West Lancashire CCG,2021-10-28 09:09:21,"#CovidVaccine has common side effects like sore arms, feeling achy, tired + headaches. The vaccine is safe, quick and effective. It does not give you COVID-19 or contain animal products.

Find out more about school age vaccination: https://t.co/hGMXVHr5fo

#RealVaxxFacts https://t.co/H1xOrnTVKv",covidvaccine has common side effects like sore arms feeling achy tired headaches the vaccine is safe quick and effective it does not give you covid 19 or contain animal products find out more about school age vaccination https t co hgmxvhr5fo realvaxxfacts https t co h1xorntvkv,3 stars,3
Irma Rastegayeva✨Influence Through Storytelling ™,2021-01-20 02:02:59,"@Colin_Hung @GreggMastersMPH T1: “clean and expedient” sounds like a high bar, especially when it comes to actually… https://t.co/KmeuCioGbQ",colin hung greggmastersmph t1 clean and expedient sounds like a high bar especially when it comes to actually https t co kmeuciogbq,5 stars,5
Erika,2021-02-06 13:41:25,"Actual Coronavirus Infections Far Higher Than Confirmed Cases, Model Shows : Shots - Health News #whyivax… https://t.co/McPW59xfyb",actual coronavirus infections far higher than confirmed cases model shows shots health news whyivax https t co mcpw59xfyb,1 star,1
Stockton COVID-19 Community Champions,2022-02-24 12:00:10,"💉Y O U N G P E O P L E x C O V I D V A C C I N E💉

This is Shelby's story👇

Shelby is 29 and works at North Tees Hospital🚑

She saw first hand how ill people in Stockton and surrounding areas became with COVID-19.

So she made the decision to get the vaccine. 

#CovidVaccine https://t.co/4nuFwJotzu",y o u n g p e o p l e x c o v i d v a c c i n e this is shelby s story shelby is 29 and works at north tees hospital she saw first hand how ill people in stockton and surrounding areas became with covid 19 so she made the decision to get the vaccine covidvaccine https t co 4nufwjotzu,4 stars,4
riddler,2021-01-08 16:16:07,"#STAR
 
#covidvaccine #greentech #cargo

Job done",star covidvaccine greentech cargo job done,5 stars,5
Delhi Post,2021-04-07 15:28:30,Budget Shortfall in COVID-19 Vaccine Production: SII CEO Adar Poonawalla #COVIDSecondWave #CovidVaccine #Mumbai https://t.co/3qtLfmM37N,budget shortfall in covid 19 vaccine production sii ceo adar poonawalla covidsecondwave covidvaccine mumbai https t co 3qtlfmm37n,2 stars,2
CVS & Rite Aid Vaccine Finder CA,2021-04-26 10:50:46,"224 Safeways show #CovidVaccine slots in CA:
100 Calistoga Rd, Santa Rosa
104 Midvalley, Carmel
1071 El Camino, Redwood City
2601 Balls Ferry Road, Anderson
3889 San Pablo Ave, Emeryville
570 Shoreline Blvd, Mountain View
6477 Almaden Road, San Jose",224 safeways show covidvaccine slots in ca 100 calistoga rd santa rosa 104 midvalley carmel 1071 el camino redwood city 2601 balls ferry road anderson 3889 san pablo ave emeryville 570 shoreline blvd mountain view 6477 almaden road san jose,4 stars,4
JasonKD,2021-08-04 06:03:17,"A story in two parts.
💉☝️💉✌️
#IveBeenJabbed #PfizerVaccine #CovidVaccine #kickcovidass https://t.co/X5OvEVXLq6",a story in two parts ivebeenjabbed pfizervaccine covidvaccine kickcovidass https t co x5ovevxlq6,3 stars,3
zanshin360,2021-02-08 22:41:26,"Avoiding safety protocols for your safety. 

#COVID19 #CovidVaccine #FactsNotFear #InformedConsent… https://t.co/FRqto9gLkC",avoiding safety protocols for your safety covid19 covidvaccine factsnotfear informedconsent https t co frqto9glkc,1 star,1
Greg Winter,2021-01-12 21:03:39,Four frontline providers at @TheDimockCenter share their gratitude and hope as they receive the new shots… https://t.co/NqCrsbIn3i,four frontline providers at thedimockcenter share their gratitude and hope as they receive the new shots https t co nqcrsbin3i,5 stars,5
Katie Charles 💗,2021-12-05 01:06:41,"@sajidjavid Vaccines are the first, last and only line of defence against the worst scum of the universe.....so don't CHEER us, FEAR us...

#notothevaccine #CovidVaccine #brainwashed #NoVaccinePassports https://t.co/bzHQCbdVvq",sajidjavid vaccines are the first last and only line of defence against the worst scum of the universe so don t cheer us fear us notothevaccine covidvaccine brainwashed novaccinepassports https t co bzhqcbdvvq,1 star,1
The New World!,2021-10-20 08:03:22,#COVID19 will not going to be eradicated. The #world needs to start living with common sense.  #CovidVaccine #coronavirus #Corona,covid19 will not going to be eradicated the world needs to start living with common sense covidvaccine coronavirus corona,1 star,1
Mosh - A - Ruff Zaidi,2021-02-11 13:08:39,@SMQureshiPTI Mr. Qureshi - even within #Pakistan your narrative is a flop! World can c n experience India's contri… https://t.co/1k6IPluLvQ,smqureshipti mr qureshi even within pakistan your narrative is a flop world can c n experience india s contri https t co 1k6iplulvq,1 star,1
UnKnown X Reviews,2021-08-24 19:47:30,I'm at the doctor's office right now waiting and what the doctor can help to a third COVID-19 shot. #COVID19  #CovidVaccine,i m at the doctor s office right now waiting and what the doctor can help to a third covid 19 shot covid19 covidvaccine,5 stars,5
Cindy Iskandar,2021-06-20 23:55:53,"Day 4 post COVID vaccine: 

I can finally sleep on my left side 😅🌝.

#CovidVaccine #COVID19 #Covid19UK #COVID19Vaccine",day 4 post covid vaccine i can finally sleep on my left side covidvaccine covid19 covid19uk covid19vaccine,1 star,1
Alisa,2021-11-03 23:14:22,Flu shot and COVID booster shot done 👍🏿😃 #FluShot #Covid_19 #booster #vaccinated #COVID #COVIDVaccine,flu shot and covid booster shot done flushot covid 19 booster vaccinated covid covidvaccine,1 star,1
Alistair McBay #FBPE 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,2021-02-01 16:31:12,"US pharmacist who sabotaged hundreds of doses of the Moderna vaccine because he thought Covid-19 was a hoax, also b… https://t.co/5Oz2nE3ZQz",us pharmacist who sabotaged hundreds of doses of the moderna vaccine because he thought covid 19 was a hoax also b https t co 5oz2ne3zqz,1 star,1
Alec Becker,2021-02-04 23:25:22,So my sister has had her 2nd round of covid vacince and she feels miserable..... Hmmmm #COVID19 #COVID #CovidVaccine,so my sister has had her 2nd round of covid vacince and she feels miserable hmmmm covid19 covid covidvaccine,2 stars,2
Lenox Hill Neurosurgery,2020-12-28 02:16:23,"Last chance to register for tomorrow’s once in a lifetime #BRAINterns webinar! Discussions with #docs, lectures by… https://t.co/EePQOMbAKH",last chance to register for tomorrow s once in a lifetime brainterns webinar discussions with docs lectures by https t co eepqombakh,5 stars,5
Sandi Mastro,2021-08-22 21:41:25,Hellooooo!!! #Canada #Ontario What's with the hold up?!? @GovCanHealth @ONThealth @PattyHajdu @celliottability #ImmuneCompromised #CovidVaccine #BoosterShots @OntariosDoctors @OntHumanRights https://t.co/ug89GohyVP,hellooooo canada ontario what s with the hold up govcanhealth onthealth pattyhajdu celliottability immunecompromised covidvaccine boostershots ontariosdoctors onthumanrights https t co ug89gohyvp,5 stars,5
@chssc,2020-08-31 23:39:00,"Hey VP PENCE, are you willing to be first in line for a vaccine coming by the end of the year?
#Pence #COVID19 #CovidVaccine",hey vp pence are you willing to be first in line for a vaccine coming by the end of the year pence covid19 covidvaccine,1 star,1
History’s Diary,2020-12-27 15:14:40,It’s an insult all essential workers that these #Republicans got the vaccine before they did. Im a respiratory ther… https://t.co/P3uc5u32D3,it s an insult all essential workers that these republicans got the vaccine before they did im a respiratory ther https t co p3uc5u32d3,1 star,1
houstonfightscovid,2021-10-24 13:30:07,Let's beat COVID-19 together! Get vaccinated and mask up! Over 3000 have already participated in a COVID vaccine study. But we still have a long way to go and need your help. #clinicalresearch #HoustonFightsCOVID #COVIDvaccine https://t.co/ryWfLMFzH6,let s beat covid 19 together get vaccinated and mask up over 3000 have already participated in a covid vaccine study but we still have a long way to go and need your help clinicalresearch houstonfightscovid covidvaccine https t co rywflmfzh6,5 stars,5
NorthumbriaNHS,2021-08-03 08:00:05,"It's really important to get the #COVIDVaccine if you're pregnant🤰

It provides the best protection against the virus, helping to keep you and your baby safe👶

Book your vaccine here▶️ https://t.co/37H9rWWRaT https://t.co/CeF8nKORCS",it s really important to get the covidvaccine if you re pregnant it provides the best protection against the virus helping to keep you and your baby safe book your vaccine here https t co 37h9rwwrat https t co cef8nkorcs,5 stars,5
CVS & Rite Aid Vaccine Finder VA,2021-03-21 17:20:09,"10 Rite Aids show #CovidVaccine slots in VA:
Chesapeake (23322)
Colonial Heights (23834)
Franklin (23851)
Hampton (… https://t.co/tUjIMs1fqP",10 rite aids show covidvaccine slots in va chesapeake 23322 colonial heights 23834 franklin 23851 hampton https t co tujims1fqp,5 stars,5
liz mercer,2020-12-30 12:37:41,@FormbyBubble what are you hearing about the #CovidVaccine locally?? https://t.co/2tUCpu7Zli,formbybubble what are you hearing about the covidvaccine locally https t co 2tucpu7zli,1 star,1
THE COSMOPOLITAN GLOBALIST,2021-01-22 05:50:00,"The race to vaccinate is a race against time. Too many governments—even in the rich, developed world—do not seem to… https://t.co/oFsrekGH6L",the race to vaccinate is a race against time too many governments even in the rich developed world do not seem to https t co ofsrekgh6l,1 star,1
